Times: 0.7075419425964355, Memory: 69058772
Times: 0.7012655735015869, Memory: 69058772
Times: 0.7629351615905762, Memory: 69058772
Times: 0.7196483612060547, Memory: 69058772
Times: 0.6256852149963379, Memory: 69058772
Times: 0.3246500492095947, Memory: 23320
Times: 0.3015279769897461, Memory: 23320
Times: 0.2916264533996582, Memory: 23320
Times: 0.32624268531799316, Memory: 23320
Times: 0.30335378646850586, Memory: 23320
