Times: 7.765148401260376, Memory: 153
Times: 6.562083959579468, Memory: 153
Times: 6.265986204147339, Memory: 153
Times: 7.762141466140747, Memory: 153
Times: 6.14052152633667, Memory: 153
Times: 6.254308700561523, Memory: 236
Times: 6.26127290725708, Memory: 236
Times: 6.289243698120117, Memory: 236
Times: 7.773256063461304, Memory: 236
Times: 6.18479585647583, Memory: 236
