Times: 33.033514976501465, Memory: 319873820
Times: 33.244694232940674, Memory: 319873820
Times: 36.40502643585205, Memory: 319873820
Times: 34.77403473854065, Memory: 319873820
Times: 34.942734479904175, Memory: 319873820
Times: 33.882752656936646, Memory: 68008
Times: 33.3221971988678, Memory: 68008
Times: 33.214234352111816, Memory: 68008
Times: 33.3848295211792, Memory: 68008
Times: 35.18873691558838, Memory: 68008
