Times: 0.3929562568664551, Memory: 52561941
Times: 0.0032863616943359375, Memory: 0
Times: 0.0038251876831054688, Memory: 0
Times: 0.0037457942962646484, Memory: 0
Times: 0.003507375717163086, Memory: 0
Times: 0.0021636486053466797, Memory: 0
Times: 0.0018434524536132812, Memory: 0
Times: 0.0015707015991210938, Memory: 0
Times: 0.0016546249389648438, Memory: 0
Times: 0.0016808509826660156, Memory: 0
