Times: 0.0230410099029541, Memory: 17346472
Times: 0.013954877853393555, Memory: 17346472
Times: 0.012953758239746094, Memory: 17346472
Times: 0.01303243637084961, Memory: 17346472
Times: 0.014050483703613281, Memory: 17346472
Times: 0.0076482295989990234, Memory: 14884
Times: 0.007011890411376953, Memory: 14884
Times: 0.00710749626159668, Memory: 14884
Times: 0.014102935791015625, Memory: 14884
Times: 0.007273197174072266, Memory: 14884
