Times: 2.528045415878296, Memory: 3663546
Times: 0.0012443065643310547, Memory: 0
Times: 0.0012934207916259766, Memory: 0
Times: 0.0010945796966552734, Memory: 0
Times: 0.0010418891906738281, Memory: 0
Times: 0.0010178089141845703, Memory: 0
Times: 0.0010094642639160156, Memory: 0
Times: 0.0010068416595458984, Memory: 0
Times: 0.0009632110595703125, Memory: 0
Times: 0.0009884834289550781, Memory: 0
