Times: 9.88674521446228, Memory: 1600024552
Times: 12.980892658233643, Memory: 1600024552
Times: 9.45885419845581, Memory: 1600000063
Times: 7.647767543792725, Memory: 1600000063
Times: 10.636255741119385, Memory: 1600000055
Times: 7.666348934173584, Memory: 1600000055
Times: 6.272577285766602, Memory: 1019220299
Times: 5.298348426818848, Memory: 1019220299
Times: 4.363657712936401, Memory: 1019220291
Times: 4.6328418254852295, Memory: 1019220291
