Times: 267.3289737701416, Memory: 69058768
Times: 243.4177963733673, Memory: 69058768
Times: 246.3318464756012, Memory: 69058768
Times: 246.88718628883362, Memory: 69058768
Times: 247.04496932029724, Memory: 69058768
Times: 252.82123041152954, Memory: 69058768
Times: 249.6062786579132, Memory: 23316
Times: 248.46186900138855, Memory: 23316
Times: 250.86639976501465, Memory: 23316
Times: 249.8899245262146, Memory: 23316
