Times: 155.96909427642822, Memory: 1543410726
Times: 41.049816608428955, Memory: 0
Times: 44.2720787525177, Memory: 0
Times: 40.24552369117737, Memory: 0
Times: 42.74517893791199, Memory: 0
Times: 41.757121086120605, Memory: 0
Times: 0.9223926067352295, Memory: 0
Times: 0.9239463806152344, Memory: 0
Times: 0.9284734725952148, Memory: 0
Times: 0.9113297462463379, Memory: 0
