Times: 0.7354083061218262, Memory: 1716073
Times: 0.535207986831665, Memory: 1716073
Times: 0.45041584968566895, Memory: 1677842
Times: 0.5036842823028564, Memory: 1677842
Times: 0.4393284320831299, Memory: 1703225
Times: 0.517554521560669, Memory: 1703225
Times: 0.21644115447998047, Memory: 1677842
Times: 0.21625256538391113, Memory: 1677842
Times: 0.21943092346191406, Memory: 1703225
Times: 0.25844669342041016, Memory: 1703225
