Times: 330.96006894111633, Memory: 542163734
Times: 0.692554235458374, Memory: 0
Times: 0.6480655670166016, Memory: 0
Times: 0.6606111526489258, Memory: 0
Times: 0.7207272052764893, Memory: 0
Times: 0.7513730525970459, Memory: 0
Times: 0.44240427017211914, Memory: 0
Times: 0.4544558525085449, Memory: 0
Times: 0.4515678882598877, Memory: 0
Times: 0.42952895164489746, Memory: 0
