Times: 8.776487827301025, Memory: 117218172
Times: 5.19211745262146, Memory: 117218172
Times: 4.4353415966033936, Memory: 117218172
Times: 4.452502489089966, Memory: 117218172
Times: 4.401531219482422, Memory: 117218172
Times: 4.615999937057495, Memory: 117218172
Times: 1.7825064659118652, Memory: 39693
Times: 1.8060169219970703, Memory: 39693
Times: 4.169679164886475, Memory: 39693
Times: 1.9111335277557373, Memory: 39693
