Times: 3.344334125518799, Memory: 29443347
Times: 2.992802381515503, Memory: 29443347
Times: 2.8367533683776855, Memory: 29443347
Times: 2.875123977661133, Memory: 29443347
Times: 3.0146563053131104, Memory: 29443347
Times: 2.890754461288452, Memory: 29443347
Times: 1.6488823890686035, Memory: 25374
Times: 1.6722757816314697, Memory: 25374
Times: 1.667642593383789, Memory: 25374
Times: 3.6398777961730957, Memory: 25374
