Times: 3.1396872997283936, Memory: 2334757
Times: 0.013492345809936523, Memory: 0
Times: 0.005235433578491211, Memory: 0
Times: 0.00510406494140625, Memory: 0
Times: 0.0060918331146240234, Memory: 0
Times: 0.0064165592193603516, Memory: 0
Times: 0.010938167572021484, Memory: 0
Times: 0.010869264602661133, Memory: 0
Times: 0.011619806289672852, Memory: 0
Times: 0.012301921844482422, Memory: 0
