Times: 3.152083396911621, Memory: 40015680
Times: 1.867973804473877, Memory: 40015680
Times: 1.4401016235351562, Memory: 40000071
Times: 1.4324650764465332, Memory: 40000071
Times: 1.504732608795166, Memory: 40000063
Times: 1.506441354751587, Memory: 40000063
Times: 1.3417479991912842, Memory: 40000071
Times: 1.3368971347808838, Memory: 40000071
Times: 1.4708969593048096, Memory: 40000063
Times: 1.4221315383911133, Memory: 40000063
