Times: 0.06243634223937988, Memory: 2254107
Times: 0.01071929931640625, Memory: 0
Times: 0.011622905731201172, Memory: 0
Times: 0.011545419692993164, Memory: 0
Times: 0.011312484741210938, Memory: 0
Times: 0.011252880096435547, Memory: 0
Times: 0.0024061203002929688, Memory: 0
Times: 0.0020895004272460938, Memory: 0
Times: 0.002149343490600586, Memory: 0
Times: 0.002052783966064453, Memory: 0
