Times: 0.38324689865112305, Memory: 2037684
Times: 0.1820974349975586, Memory: 2037684
Times: 0.17949771881103516, Memory: 2037684
Times: 0.1722269058227539, Memory: 2037684
Times: 0.1715097427368164, Memory: 2037684
Times: 0.1562948226928711, Memory: 10281
Times: 0.14911627769470215, Memory: 10281
Times: 0.14679527282714844, Memory: 10281
Times: 0.14753293991088867, Memory: 10281
Times: 0.15276241302490234, Memory: 10281
