Times: 0.03831052780151367, Memory: 2600337
Times: 0.005441904067993164, Memory: 0
Times: 0.00549006462097168, Memory: 0
Times: 0.005231380462646484, Memory: 0
Times: 0.005473613739013672, Memory: 0
Times: 0.0011954307556152344, Memory: 0
Times: 0.0011928081512451172, Memory: 0
Times: 0.0011489391326904297, Memory: 0
Times: 0.0017495155334472656, Memory: 0
Times: 0.0011699199676513672, Memory: 0
